at_least_one	at_least_two	at_least_three
0.042542443854756314	0.01776049623864087	0.0078605429000561
0.013336745806017992	1e-07	1e-07
0.08081181698102201	0.006886255976306703	1e-07
0.23723586148209444	0.1352140455190934	0.08074832425469984
0.39440743930282834	0.2789205640020029	0.22285232258214346
0.023665682657175523	0.004224629003594214	0.0008289639785248603
0.3678317900852167	0.2691191230931742	0.21400897246378925
0.27185759193402936	0.11471897644955195	0.0395924820567152
0.008130703337243514	0.00023280932714382988	4.8713697143100334e-05
0.008623959333964593	1e-07	1e-07
0.16437212624955205	0.05790583620495389	0.01329541730844652
0.33337020658359157	0.22440894736186304	0.1759587208581734
0.018970996079567405	0.0005697958885890874	0.00022936951186584864
0.2816239942170463	0.1957180064568876	0.15694988778970625
0.04683052400364566	0.022660539642736004	0.014231310227955664
0.020552141941503385	0.0010245955895053435	1e-07
0.22229088271773179	0.09242239317217645	0.028375139674666358
0.004687953670761386	9.002863396380574e-05	1e-07
0.007893528925990483	0.004118176305377084	1e-07
0.07036053581270299	1e-07	1e-07
0.02346897976169532	1e-07	1e-07
0.49357367255382156	0.3549482248607313	0.26681546684348056
0.024131598107793712	1e-07	1e-07
0.011799394587330987	9.57820803129672e-07	1.8971896652038214e-05
0.034236551662008535	9.130111048208552e-05	7.227958358188395e-05
0.514139745692497	0.3959263109074673	0.3145946775313711
0.16927089497273085	0.11458877100666859	0.09031946846610751
0.21536220061819536	0.16970797475195776	0.12226533219054157
0.014623475526818232	0.0027358021649805846	1e-07
0.12352919345025515	0.04227824402649451	0.00421491023738029
0.014531466818506804	1e-07	3.645989963012731e-05
0.04769705924213087	0.029837630959298887	0.007211761565046622
0.09012345410263217	0.0036778357205941572	1e-07
0.03424922846967382	0.012467225430269516	0.006249201166704363
0.22363628323735923	0.13405003544471555	0.0964656020870716
0.08157720812044665	8.599357267154856e-07	1e-07
0.12281264493115829	0.08657984161043907	0.062466848958684956
0.05737702373123119	0.016886416626783057	0.0020057131352406764
0.00044940249266304383	1e-07	5.748044949028088e-05
0.0598805533037667	0.03037958581657021	0.018783096215159983
0.0664565079371637	2.767392291637069e-05	1e-07
0.042882077847156856	0.011911703217314936	0.002085716017679272
0.0031718869666183327	1e-07	1e-07
0.0473322398460704	0.023661479191645265	0.013441046780731256
0.020737109429009103	2.6962609413093072e-05	1.4853835216542413e-05
0.07048574020729938	0.04540246444460366	0.03473278467261547
0.00015225156852673172	3.1802130902107775e-05	9.460325112387361e-05
0.38303329608919623	0.2441949473242131	0.1520455828914548
0.31812952728160604	0.20772717719576997	0.1462954408427303
0.5540467720624833	0.4666105733559439	0.4064840104365689
0.025155931638164517	0.012495210592656285	0.008465198473087708
0.04982941033458994	0.004986647278568013	3.6739379309828164e-05
0.024282508964148172	0.001707600988934313	0.00039691396487320676
0.08340625592768222	0.05285459308623015	0.03524429368053208
0.0023042155011587517	1.3951086328249998e-05	1e-07
0.02926675981654042	0.014780131172068976	0.00879427839216156
0.0005031883939076373	1e-07	1e-07
0.1038714298198844	0.029426409121100058	1e-07
0.04797771989121303	0.025003885750778367	0.012147934584500225
0.0014128954986661266	1e-07	1e-07
0.22260791002453437	0.11778874536133364	0.049295525029328296
1e-07	5.764978054633926e-06	1e-07
0.07954219571089714	0.014754698061777972	0.0005566289749294685
0.4064809540431775	0.27610170803059675	0.1998607477848424
0.045035731083135855	0.0014413959727055184	1e-07
0.018998189506257597	1e-07	1e-07
0.0001622367816218745	1e-07	1e-07
0.04239406303715672	0.009979701241028947	0.0006269729409616786
0.02884122826629158	0.004950793099348773	0.0006089727499551928
0.100635180675161	0.028301252588615575	0.009004011642653421
0.42458418575256274	0.36212465342310557	0.3085527478383525
0.07683208544148214	0.03212564098811192	0.015478700046050394
0.20231063083574577	0.07406300772099748	0.01730644261270652
0.3498155738651796	0.25132870659925277	0.19634873693190533
1e-07	0.0002967209144967946	0.0003398348781813794
0.028810244821438902	0.0014092485372980343	1e-07
0.10836770950619139	0.003776239901154669	1e-07
